datetime,open,high,low,close,vol,volCcy,volCcyQuote,confirm
2023-12-26 16:00:00,42392.8,42760,41610,42739.9,8771.35510726,370612709.616455757,370612709.616455757,0
2023-12-25 16:00:00,43616.8,43718.5,42111,42392.8,10881.59404707,467125258.354913547,467125258.354913547,1
2023-12-24 16:00:00,43680.2,43807.9,42521.9,43616.8,9108.55490365,393486149.723057887,393486149.723057887,1
2023-12-23 16:00:00,43757.5,43944.3,43400.7,43680.2,4075.38630312,178071497.134980649,178071497.134980649,1
2023-12-22 16:00:00,43671.3,44045.4,43288,43755.8,6124.14379289,267484188.657040767,267484188.657040767,1
2023-12-21 16:00:00,43824.3,44406.3,43347.6,43671.3,11381.83540819,498265840.398931265,498265840.398931265,1
2023-12-20 16:00:00,44037.4,44256.8,43228.7,43823.6,14354.00138063,628170486.485738654,628170486.485738654,1
2023-12-19 16:00:00,42483,44300,41811.3,44037.4,15811.36652187,679598335.472903653,679598335.472903653,1
2023-12-18 16:00:00,41268.9,43487.5,41149.3,42483,15151.90417691,646210484.971874621,646210484.971874621,1
2023-12-17 16:00:00,41809.9,42430,40544.4,41266.8,15960.95375126,659323502.707402682,659323502.707402682,1
2023-12-16 16:00:00,42605.4,42717.4,41520,41809.8,6914.20951948,290767759.723653432,290767759.723653432,1
2023-12-15 16:00:00,41901.4,42608.6,41613.2,42602.8,8594.40447449,362236020.020802236,362236020.020802236,1
2023-12-14 16:00:00,42445.6,43436.7,41652.5,41901,13894.18214382,593692198.444570473,593692198.444570473,1
2023-12-13 16:00:00,41935.5,43500,41202,42445.6,19735.49717237,840374003.102102009,840374003.102102009,1
2023-12-12 16:00:00,41354,41961.8,40516.8,41935.5,12258.63570805,504526485.068929256,504526485.068929256,1
2023-12-11 16:00:00,41801.1,42100,40228.7,41353.9,20522.17010443,848786877.43038897,848786877.43038897,1
2023-12-10 16:00:00,43911.8,44050,40200,41801,23551.78299347,995000519.63609891,995000519.63609891,1
2023-12-09 16:00:00,44047.3,44094.1,43600,43911.7,7363.54133929,322612517.59650719,322612517.59650719,1
2023-12-08 16:00:00,43758.7,44726.8,43638.1,44047.4,9789.73666007,431342991.160078041,431342991.160078041,1
2023-12-07 16:00:00,43666,44035.7,43068.1,43757.2,11535.15874285,501312857.908492884,501312857.908492884,1
2023-12-06 16:00:00,43779.8,44145.7,42836,43656.8,13422.74324039,585185526.079705151,585185526.079705151,1
2023-12-05 16:00:00,42262.7,44496.2,42122.1,43778.2,29065.14169604,1268928974.986739326,1268928974.986739326,1
2023-12-04 16:00:00,41270.1,42500,41174.3,42264.9,15091.67535033,631251335.897052814,631251335.897052814,1
2023-12-03 16:00:00,39764.1,42155,39428.8,41270.1,25743.8075093,1058439745.514557874,1058439745.514557874,1
2023-12-02 16:00:00,38805.9,39828.5,38706.3,39765.5,10758.21882026,423776564.01956867,423776564.01956867,1
2023-12-01 16:00:00,38413.5,38989.7,38392.1,38808,7317.76033504,283689636.288612974,283689636.288612974,1
