datetime,open,high,low,close,vol,volCcy,volCcyQuote,confirm,symbol
2023-10-31 16:00:00,1791.76,1829.2,1787.89,1810.26,33165.557786,60070903.96361404,60070903.96361404,0,ETH/USDT
2023-10-30 16:00:00,1819.73,1819.73,1778,1791.63,108706.664576,195518775.86807157,195518775.86807157,1,ETH/USDT
2023-10-29 16:00:00,1792.5,1831.32,1778,1819.73,102411.037178,184844911.1372366,184844911.1372366,1,ETH/USDT
2023-10-28 16:00:00,1790.72,1800.91,1762.49,1792.5,47914.948378,85418477.47975796,85418477.47975796,1,ETH/USDT
2023-10-27 16:00:00,1782.91,1803.22,1741.27,1790.71,82088.020613,145830381.66082839,145830381.66082839,1,ETH/USDT
2023-10-26 16:00:00,1777.92,1811.56,1761,1782.99,103310.040479,184354969.87965104,184354969.87965104,1,ETH/USDT
2023-10-25 16:00:00,1806.43,1868,1766.8,1778.04,189179.085353,343113159.05772608,343113159.05772608,1,ETH/USDT
2023-10-24 16:00:00,1778.35,1819.2,1756.28,1806.43,152755.385714,272867329.21544912,272867329.21544912,1,ETH/USDT
2023-10-23 16:00:00,1676.53,1854.73,1670.99,1778.08,373977.961932,665955262.06652516,665955262.06652516,1,ETH/USDT
2023-10-22 16:00:00,1625.85,1705.97,1624.26,1676.55,128319.375325,214934443.34188565,214934443.34188565,1,ETH/USDT
2023-10-21 16:00:00,1628.56,1648,1620.2,1625.66,70817.65195,115660522.13610539,115660522.13610539,1,ETH/USDT
2023-10-20 16:00:00,1605.48,1629.59,1592.14,1628.73,39925.629098,64198727.59770329,64198727.59770329,1,ETH/USDT
2023-10-19 16:00:00,1561.01,1630.77,1559.8,1605.49,105316.679897,167954322.69635554,167954322.69635554,1,ETH/USDT
2023-10-18 16:00:00,1570.01,1574.84,1541.33,1561.02,56381.640473,87684248.66171863,87684248.66171863,1,ETH/USDT
2023-10-17 16:00:00,1575.6,1585.88,1550.1,1570.01,67503.034311,105994988.10973129,105994988.10973129,1,ETH/USDT
2023-10-16 16:00:00,1577.65,1604.95,1564.33,1575.48,68380.295466,108447265.80121017,108447265.80121017,1,ETH/USDT
2023-10-15 16:00:00,1553.81,1644.46,1550.46,1577.64,190356.848967,303331970.1652112,303331970.1652112,1,ETH/USDT
2023-10-14 16:00:00,1556.21,1562.47,1548.05,1553.91,19854.131907,30870231.07518468,30870231.07518468,1,ETH/USDT
2023-10-13 16:00:00,1539.53,1576.37,1539.51,1556.5,43339.250314,67427228.0649349,67427228.0649349,1,ETH/USDT
2023-10-12 16:00:00,1541.66,1554.65,1518.32,1539.53,79540.177097,122265793.18963719,122265793.18963719,1,ETH/USDT
2023-10-11 16:00:00,1559.94,1569.45,1534.2,1541.37,88759.481666,137746302.7419453,137746302.7419453,1,ETH/USDT
2023-10-10 16:00:00,1567.69,1578.56,1543.2,1559.4,87022.457728,135925979.71714715,135925979.71714715,1,ETH/USDT
2023-10-09 16:00:00,1586.11,1594.73,1544.14,1567.77,182021.661329,286718854.41863154,286718854.41863154,1,ETH/USDT
2023-10-08 16:00:00,1631.18,1638.8,1580.7,1586.11,97006.71007,155399334.73125828,155399334.73125828,1,ETH/USDT
2023-10-07 16:00:00,1638.74,1641.61,1616.42,1631.18,37678.841936,61427079.57897189,61427079.57897189,1,ETH/USDT
2023-10-06 16:00:00,1642.68,1662.99,1634.45,1638.61,31541.848562,51919365.17165134,51919365.17165134,1,ETH/USDT
