datetime,open,high,low,close,vol,volCcy,volCcyQuote,confirm
2023-05-08 16:00:00,0.43335,0.4339,0.40886,0.42564,54975905.616945,23267035.56424435042,23267035.56424435042,0
2023-05-07 16:00:00,0.45822,0.45914,0.42206,0.43344,56208011.982926,24650371.62724282243,24650371.62724282243,1
2023-05-06 16:00:00,0.45426,0.46025,0.45378,0.45828,12128075.073071,5543355.89131280276,5543355.89131280276,1
2023-05-05 16:00:00,0.46281,0.47079,0.45087,0.45437,27013074.706863,12476225.08110572012,12476225.08110572012,1
2023-05-04 16:00:00,0.4559,0.46501,0.45357,0.46281,32526877.067645,14970097.27586863787,14970097.27586863787,1
2023-05-03 16:00:00,0.45311,0.46546,0.45048,0.45594,38692034.998681,17756680.93529330927,17756680.93529330927,1
2023-05-02 16:00:00,0.46226,0.46627,0.44969,0.45311,44570123.789193,20425759.16226355282,20425759.16226355282,1
2023-05-01 16:00:00,0.46027,0.46548,0.45434,0.46237,32586310.660757,15036306.20077461779,15036306.20077461779,1
2023-04-30 16:00:00,0.47894,0.48125,0.45786,0.46026,29589092.21841,13786947.6293375843,13786947.6293375843,1
2023-04-29 16:00:00,0.47833,0.48188,0.47087,0.4789,13519383.911323,6439355.8655293212,6439355.8655293212,1
2023-04-28 16:00:00,0.46958,0.48691,0.46811,0.47844,22576110.156815,10794431.18410309204,10794431.18410309204,1
2023-04-27 16:00:00,0.46026,0.48321,0.45801,0.46961,44903325.389611,21109073.95674593959,21109073.95674593959,1
2023-04-26 16:00:00,0.47779,0.47881,0.43232,0.46012,90466793.912794,41526417.61305342091,41526417.61305342091,1
2023-04-25 16:00:00,0.45404,0.48317,0.45313,0.47773,59591479.227889,28045182.29958854728,28045182.29958854728,1
2023-04-24 16:00:00,0.45779,0.46355,0.44708,0.45404,54329578.205609,24813775.92783012976,24813775.92783012976,1
2023-04-23 16:00:00,0.46081,0.48558,0.45213,0.45793,61047275.065402,28439486.55916450622,28439486.55916450622,1
2023-04-22 16:00:00,0.46776,0.47514,0.45769,0.46076,30208214.756777,14117397.24055302044,14117397.24055302044,1
2023-04-21 16:00:00,0.46067,0.47619,0.44013,0.46776,64692120.921724,29425046.46274886464,29425046.46274886464,1
2023-04-20 16:00:00,0.48093,0.48094,0.4591,0.46067,58568524.548264,27562169.8597556445,27562169.8597556445,1
2023-04-19 16:00:00,0.49669,0.49932,0.48056,0.48103,71925141.831329,35429161.27245424818,35429161.27245424818,1
2023-04-18 16:00:00,0.52023,0.53898,0.46406,0.49669,110717679.876534,55828807.38912402376,55828807.38912402376,1
2023-04-17 16:00:00,0.50803,0.52637,0.50721,0.52014,46321468.774953,23872331.77491993468,23872331.77491993468,1
2023-04-16 16:00:00,0.51965,0.52442,0.50655,0.50806,41403692.681255,21288189.56814925503,21288189.56814925503,1
2023-04-15 16:00:00,0.5211,0.52426,0.51549,0.51965,16157371.272674,8390367.8094285337,8390367.8094285337,1
2023-04-14 16:00:00,0.51471,0.52783,0.51175,0.52116,22965308.991384,11959277.16496166804,11959277.16496166804,1
2023-04-13 16:00:00,0.50954,0.54644,0.50768,0.51471,65911243.156156,34561773.30402608833,34561773.30402608833,1
2023-04-12 16:00:00,0.50234,0.51368,0.49992,0.50956,46316462.955027,23453904.36138548026,23453904.36138548026,1
2023-04-11 16:00:00,0.51905,0.51934,0.49835,0.50242,58775062.744559,29833454.8840669549,29833454.8840669549,1
2023-04-10 16:00:00,0.50445,0.52832,0.5032,0.51906,50103950.792452,25928338.75245949037,25928338.75245949037,1
2023-04-09 16:00:00,0.50205,0.5084,0.49994,0.50445,29655162.633318,14943401.16341502002,14943401.16341502002,1
2023-04-08 16:00:00,0.5091,0.51001,0.49824,0.50208,18267177.154517,9211653.01686945275,9211653.01686945275,1
2023-04-07 16:00:00,0.50801,0.51453,0.50517,0.5091,22985723.445889,11738752.73308505524,11738752.73308505524,1
